"RegionName","State","Metro","CountyName","SizeRank","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Fresno","CA","Fresno","Fresno",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.75,55.24,63.16,60.16,65,65.36,62.6,58.59,56.55,64.67,64.97,57.27,53,56.64,51.77,59.63,62.16,53.02,59.29,52.99,58.91,64.86,56.69,45.76,40.22,45.8,52.63,49.65,57.14,58.59,58.38,58.94,56.13,50.63,52.08,47.32,45.04,54.07,47.55,61.08,64.57,66.67,64.86,60.59,60.67,65.87,66.67,72.07,65.13,68.42,68.98,73.37,71.01,72.02,77.49,81.37,77.49,75,74.55,75,76.74,84.52,82,81.25,87.43,82.2,83.33,82.84,82.39,87.33,77.01,79.26,82.09,79.71,82.84,84.62,86.27,84.49,84.28,81.7,80.61,85.9,83.81,82.14,81.46,84.02,84.07,88.54,84.93,82.95,90.73,83.74
"Mesa","AZ","Phoenix","Maricopa",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.47,50.14,52.3,55.18,54.55,57.09,60.59,61.51,56.7,63.82,64.31,66.4,71.33,75.48,76.26,75.48,75.95,76.94,76.29,81.1,81.51,81.48,82.48,81.85,86.44,85.45,83.12,86.55,86.23,87.08,83.53,82.93,79.05,86,84.75,81.91,87.66,83.97,86.2,86.71,91.04,85.99,86.97,84.79,86.67,86.5,88.1,83.77,84.96,81.37,85.69,84.15,85.8,86.03,87.19,87.25
"Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,58.59,57.58,60.16,60.77,65.75,69.08,67.01,66.36,59.03,65.12,67.39,76.19,72.9,79.17,74.84,74.12,73.94,79.88,81.58,82.64,82.61,79.14,80.8,80.53,84,85.61,84.56,92.26,83.06,86.23,84.62,86.99,89.01,90.55,82.55,91.09,90.24,85.82,86.98,89.76,87.79,88.21,89.08,90.27,86.84,87.59,91.88,88.07,83.19,92.73,93.42,92.49,89.13,89.12,91.43,91.81
"Virginia Beach","VA","Virginia Beach","Virginia Beach City",24,98.66,98.47,99.21,99.24,98.58,98.94,98.89,98.5,98.53,98.25,97.65,98.62,97.9,98.33,99.26,98.15,97.97,98.31,98.88,96.4,94.67,93.44,94.46,93.5,94.04,97.21,98.85,98.27,97.71,97.91,98.55,98.6,98.08,99.31,97.89,95.17,95.92,96.21,97.07,96.7,97.63,98.46,96.34,97.64,97.41,98.12,97.73,97.86,97.3,95.79,97.78,95.13,97.7,97.97,96.6,98.26,98.45,95.83,95.98,96.04,96.68,97.01,97.27,97.73,97.79,96.61,97.67,97.47,95.78,95.63,94.1,94.81,94.39,94.03,95.01,95.19,95.25,96.13,96.23,95.37,92.16,93.93,91.71,89.69,93,91.17,90.95,93.55,95.49,93.33,94.46,92.5,87.86,90.06,87.03,87.62,81.6,88.52,87.46,88.35,84.7,87.5,87.76,86.15,83.37,86.95,87.78,86.79,82.63,79.49,84.49,80.86,82.26,81.52,77.34,74.42,82.07,79.52,79.32,80.08,77.94,73.63,78.46,78.76,77.98,77.87,75.65,76.68,74.18,76.26,76.52,77.27,70.44,81.07,75.88,76.35,78.07,72.58,80,77.93,81.5,76.12,78.65,79.85,78.42,80,81.4,82.52,80.73,79,75.98,74.58,74.65,74.54,77.54,77.03,75.98,75,72.1,76.97,77.94,77.97,73.39,75.25,76.44,78.15,82,74.65,74.15,76.44,74.69,77.06,81.64,77.76,81.38,78.37,77.82,81.93,77.05,75.27,77.22,76.05,81.64,80.48,81.27,82.53,79.01,78.06,79.58
"Colorado Springs","CO","Colorado Springs","El Paso",25,99.36,98.35,99.2,99.25,99.06,99.39,99.02,98.81,99.8,98.93,99.11,98.21,98.4,98.26,97.55,97.71,98.76,98.76,98.49,98.32,97.28,99.01,97.93,98.15,97.63,97.26,96.94,95.83,96.91,97.82,96.6,96.08,97.3,97.48,98.02,96.17,95.93,96.91,95.48,97.94,96.97,97.65,98.26,98.44,96.03,97.48,94.63,94.67,94.8,96.55,96.44,95.95,96.66,97.03,96.34,97.47,96.83,96.68,96.19,95.61,97.97,96.72,97.29,95.63,97.72,96.88,97.94,96.98,95.71,94.93,94.15,93.9,95.26,96.41,93.7,93.47,94.54,95.49,94.21,90.91,93.58,89.86,88.24,81.75,86.12,91.48,84.34,82.62,89.14,85.38,85.71,79.42,77.11,75.71,72.08,74.47,64.17,66.42,72,71.55,68.53,74.41,75.83,81.19,76.69,73.53,75.76,66.55,67.91,70.22,73.52,73.99,72.84,72.92,66.55,66.3,71.37,75.48,68.92,61.86,62.05,62.79,59.19,68.2,62.73,68.94,63.16,60.92,65.86,62.28,60,64.25,53.44,63.04,53.37,67.33,65.55,69.57,71.5,67.86,68.17,69.83,71.7,71.82,72.73,72.96,74.29,75.15,72.88,78.45,78.46,80.18,80.35,76.76,77.32,73.78,79.7,74.55,79.29,76.2,81.21,81.94,83.04,77.53,84.21,79.37,79.87,79.34,81.02,82.56,83.56,86.05,87.63,88.31,89.87,87.22,88.47,90.46,88.62,90.14,88.46,88.33,91.41,93.77,92.93,93.54,94.2,94.64,93.06
"Miami","FL","Miami-Fort Lauderdale","Miami-Dade",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.78,58.88,63.7,51.37,55.35,53.85,58.26,72.41,63.43,71.38,66.35,65.18,69.18,70.1,67.81,72.57,73.08,76.21,75.56,78.22,77.97,78.87,81.36,77.96,86.87,80.58,91.98,82.27,81.68,81.99,85.12,81.14,82.33,87.15,88.56,82.24,84.38,85.91,87.78,86.77,86.44,83.78,87.29,88.63,85.47,89.73,88.16,87.06,88.42,85.56,88.04,84.29,85.64,86.41,88.8,82.28,87.82,79.18,84.89,81.62,88.52
"Oakland","CA","San Francisco","Alameda",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.9,82.58,84.06,86.14,84.21,87.9,95,89.05,92.09,88.07,85.64,87.28,92.02,89.17,90.07,83.15,86.92,92.14,96.76,93.3,92.63,94.61,94.92,98.25,96.79,97.56,97.07,96.94,92.93,96.1,98.95,99.44,96.15,98.08,98.42,94.74
"Minneapolis","MN","Minneapolis-St Paul","Hennepin",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.13,60.68,59.54,58.3,63.55,60.87,59.79,56.96,46.75,57.84,58.1,58.23,64.35,60.38,59.14,64.03,59.94,65.99,66.99,64.06,64.15,66.03,57.34,67.28,69.48,67.55,70.31,74.22,72.57,75.47,70.21,74.58,74.44,75,77.54,76.4,77.5,77.25,80.56,82.25,76.34,80.66,76.05,72.12,71.88,70.26,75.54,81.89,84.56,80.75,80.5,84.28,77.16,76.45,81.53,83.21,87.69,84.25,82.69,89.38,88.41,86.47,86.91,85.29
"Baton Rouge","LA","Baton Rouge","East Baton Rouge",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.55,97.5,91.67,95.72,96.41,96.13,95.24,98.48,95.97,95.61,96.81,98.12,97.52,97.25,97.43,98.08,98.62,98.55,97.73,97.57,97.85,97.25,97.97,94.27,96.76,95.07,96.91,96.94,97.48,96.98,98.86,96.73,95.59,97.92,95.42,95.37,97.25,96.58,93.45,97.13,97.62,94.15,95.37,97.16,96.4,96.4,97.51,93.75,89.44,95.94,94.49,92.25,94.6,94.33,93.83,95.63,94.16,92.47,93.39,89.36,90.91,94.74,93.99,92.55,92,90.87,94.35,92.92,94.91,90.81,89.42,88.44,84.21,84.75,90.4,90.79,91.11,87.31,88.33,81.91,88.55,80.92,88.49,86.58,82.14,80.67,81.76,83.43,79.8,81.86,79.33,81.48,75.5,84.31,77.46,78.79,72.12,78.69,74.59,80.87,77.82,79.34,76.92,76.1,79.55,85.13,78.12,75.31,77.46,78.17,78.92,76.45,79.72,85.67,78.18,78.93,82.44,80.39,78.87,81.97,75.2,74.83,81.73,80.82,79.14,82.47,78.41,80.4,81.94,75.49,79.89,78.76,79.19,76.06,85.11,81.64,81.29,83.19,81.92,81.52,80.89,85.99,82.81,83.56,82.18,84.82,82.51,83.97,80.85,85,84.98,84.26,85.59
"Arlington","TX","Dallas-Fort Worth","Tarrant",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.85,85.37,83.54,77.66,85.42,84.55,88.15,87.22,84.87,72.55,80.17,87.85,79.37,81.61,77.46,79.05,76.37,81.41,78.38,73.68,72.17,73.95,77.78,78.86,70.13,73.08,68.18,71.54,73.98,60.42,72.06,74.86,63.06,77.78,71.82,58.56,71.58,62.79,63.91,69.62,72.22,69.51,75,71,73.97,65.59,65.31,71.88,73.03,72.64,69.01,72.22,72.97,76.84,68.18,68.54,73.08,72.29,76.54,81.32,76.47,74.67,73.12,80.39,83.84,73.58,81.72,81.71,82.29,78.31,71.67,84.62,86.79,84.13,84.31,81.19,85.61,78.64,87.8,83.27,84.39,86.36,90.23,91.6,93.24,95.83,94.5,90.73,91.27,95.45,97.93,98.25,94.62
"Raleigh","NC","Raleigh","Wake",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.28,64.2,68.66,63.75,66.47,73.51,71.88,68.44,64.52,68.91,70.85,70.18,69.62,68.12,73.09,69.13,69.9,72.05,76.36,72.4,72.41,73.45,75.3,72.2,75.53,77.24,77.08,77.35,79.78,75.26,75.06,75,81.95,78.5,81.47,82.83,83.13,85.21,83.33,77.9,86.19,83.01,80.76,84.5,82.35,87.17,86.54,89.16,87.93,92.31,91.55,89.09
"Wichita","KS","Wichita","Sedgwick",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.89,88,84.39,83.68,86.06,88.71,87.1,81.76,87.57,87.5,78.77,83.68,85.02,82.43,92.21,86.39,85.63,85.25,87.74,82.58,80.12,86.13,88.94,85.83,84.78,85.24,81.02,84.95,81.82,75.48,85.94,90.11,83.33,78.68,83.86,80.33,81.31,81.5,84.68,78.33,80.57,87.4,79.84,78.88,86.41,82.19,80.77,82.17,83.76,84.29,81.57,85.16,85.48,86.07,85.11,87.01,80.33,88.1,88.98,85.51,85.31,82.76,86.09,83.92,86.62,81.38,87.71,86.07,88.45,84.59,88.92,85.62,85.43,88.02
"Tampa","FL","Tampa","Hillsborough",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.68,60.84,60.5,68.8,55.98,60.41,61.09,58.06,60.81,63.9,65.26,61.77,64.62,64.68,63.38,62.5,65.06,64.77,61.09,69.66,70.26,67.9,73.93,69.52,74.55,75.73,74.25,73.8,76.62,73.39,75.44,77.69,79.34,77.06,76.29,75.55,80,79.75,76.67,76.86,76.71,91.03,80.71,79.63,79.25,81.92,81.03,80.26,83.12,87.92,91.13,86.32
"Aurora","CO","Denver","Arapahoe",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.06,40.3,44.04,47.5,46.85,47.1,52.76,53.04,49.03,60.53,60.11,54.95,53.29,65.15,57.89,57.52,67.08,71.54,65.88,78.26,74.37,81.66,74.84,73.44,74.79,80.2,74.74,79.21,76.19,80.19,84.17,91.1,86.35,87.58,85.02,85.68,86.71,84.87,87.3,82.41,86.79,85.01,92.69,92.24,96.03,95.78,96.1,96.06,96.67,98.03,97.25,96.37,98.12,97.76,94.68,97.75,98.45,98.69,99.07
"Riverside","CA","Riverside","Riverside",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.37,71.09,71.07,75.47,69.88,80,81.19,88.1,83.48,84.68,87.5,81.36,88.18,90.82,86.87,88.78,92.42,92.68,86.44,86.21,82.05,87.59,88.19,91.45,86.96,86.14,85.87,89.06,87.21,85.53,88.99,88.5,88.71,88.24,92.47,91.57,84.07
"Anchorage","AK","Anchorage","Anchorage",36,97.92,97.89,98.27,98.97,97.84,97.73,98.31,98.58,98.31,98.27,98.43,98.84,98.61,99.29,98.11,98.67,97.93,96.71,97.86,97.39,97.49,96.13,98.58,95.4,96.79,94.89,97.53,95.09,96.55,96.61,96.33,96.97,97.65,97.46,96.1,96.76,96.1,95.48,96.25,95.75,92.45,94.86,96.28,96.99,95.85,95.82,95.72,96.58,96.83,93.65,96.67,95.74,96.94,96.45,94.37,96.59,96.91,97.25,96.92,96.23,99.38,96.11,95.45,96.93,96.66,96.53,97.1,98.01,97.14,96.76,95.92,96.15,94.22,98.22,95.77,96.31,92.93,93.97,92.44,94.97,92.99,93.58,91.33,94.8,90.77,95.42,95.81,91.79,90.12,91,91.1,90.08,91.5,90.22,92.81,91.56,90.35,84.62,86.96,85.32,85.39,88.79,89.08,90.09,90.51,90.76,88.34,86.77,82.95,87.07,86.49,85.71,83.76,85.97,80.79,87.93,88.76,87.2,88.82,85.03,89.47,79.82,85.48,88.3,85.03,85.51,83.65,87.5,86.01,90.51,84.56,87.42,87.5,77.98,85.27,81.82,88.5,82.33,87.07,90.04,88.89,88.32,85.41,87.65,84.92,86.18,81.41,85.64,85.21,81.25,82.09,84.95,84.51,83.33,87.25,90.8,80.67,88.39,86.49,84.29,84.46,85.45,88.65,86.87,79.84,86.25,89.27,90.91,82.31,81.95,85.71,84,85.29,88.75,87.63,89.18,85.17,87.25,87.16,84.28,83.96,83.22,86.36,86.73,82.87,84.55,86.64,85.28,78.05
"Bakersfield","CA","Bakersfield","Kern",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.34,55.48,55.47,59.09,62.35,73.66,68.07,69.8,72.96,76.59,80.86,73.3,74.15,70.59,73.15,69.75,80,77.64,78.28,84.5,72.99,77.97,78.98,75.68,78.29,71.33,73.28,76.39,72.13,74.37,78.5,78.18,79.7,79.2,81.6,87.29,76.71,80.34,82,74.05,78.97,84.53,78.74,82.67,81.42,82.53,82.22
"Lexington","KY","Lexington","Fayette",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.82,79.59,80.4,77.23,79.76,80.21,76.85,82.66,75.34,71.91,73.22,73.87,74.72,75.29,72.16,70.18,79.06,72.22,73.75,70.75,68.05,68.92,71.72,70,69.53,73.63,68.65,62.87,66.4,71.81,72.35,72.02,71.34,71.89,67.84,70.39,68.14,72.3,68.02,69.9,71.38,71.21,73.62,75.05,79.63,72.48,75.82,76.11,70.1,68.25,75.93,71.36,70.49,76.82,73.5,77.46,79.3,78.37,82.54,77.98,75.58,75.73,76.08,73.5,78.52,75.78,74.23,81.82,79.8,78.65,82.17,80.91,78.53,86.29,78.8,79.02,86.82,88.02,87.96,87.92,89.14,90.29,91.08
"Plano","TX","Dallas-Fort Worth","Collin",39,96.08,97.17,97.38,97.32,98.29,98.14,95.92,95.24,96.88,96.05,99.09,93.57,94.95,94.55,97.01,96.15,96.2,98.19,95.4,97.01,95.86,94.62,95.08,91.47,96.84,95.79,93.92,93.89,94.7,95.74,93.88,97.08,93.55,93.02,95.79,94.81,94.67,96.04,94.34,94.83,97.37,95.73,97.64,99.39,96.53,96.67,96.12,93.39,92.41,97.54,96.99,94.71,95.29,96.15,97.99,96.45,96.11,96.53,97.6,96.06,95.45,96.64,96.89,95.36,96.94,95.81,97.14,95.41,94.81,93.67,93.84,92.98,92.08,96.52,93.87,93.88,93.96,97.12,96.72,95.38,94.29,93.39,86.26,86.21,97.26,88.24,89.51,88.32,90.85,90.64,86.81,88.75,90.3,82.11,88.24,82.54,80,78.08,88.75,86.17,86.67,83.69,85,81.4,88.89,87.5,89.58,78.82,88.1,80.28,76.47,83.05,82.12,83.41,81.38,81.02,68.5,71.96,73.79,74.29,70.59,74.68,75.38,70.78,76.32,77.9,83.54,72.31,75.59,78.26,77.14,74.05,70.59,74.17,75.54,77.19,75.38,78.19,77.88,78.57,73.08,80.24,75,79.47,74.26,84.56,77.12,82.89,86.83,90.3,90.69,91.32,86.9,87.36,87.65,91.4,93.22,93.33,91.35,91.71,91.95,94.95,95.11,91.58,94.98,93.87,91.24,93.85,95.38,93.87,94.57,97.03,94.59,90.08,90.81,90.78,90,87.06,91.61,94.17,95.04,97.85,94.54,94.97,92.5,96.57,99.49,97.81,98.63
"Chandler","AZ","Phoenix","Maricopa",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.15,73.84,75.75,80.14,75.49,83.06,78.87,81.57,78.11,83.11,84.44,82.18,81.06,78.01,82.46,78.81,81.54,80.72,80.62,80.66,80.36,82.21,88.24,83,82.23,81.76,80.43,81.27,82.04,80.14,81.56,80.75,80.1,83.69,84.58,83.04,83.38,84.85,84.86,83.47,85.3,88.12,86.25
"Saint Petersburg","FL","Tampa","Pinellas",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9,57.66,57.85,58.15,59.02,60.58,59.22,66.37,62.2,62.67,60.49,63.37,66.87,65.52,70.28,60,64.73,71.53,69.86,68.99,68.56,62.56,70.74,73.42,69.27,78.72,69.39,74.91,79.37,76.92,76.08,81.13,80.58,77.78,75.29,75.31,80.84,74.32,80.06,81.31,80.79,79.72,78.59,79.68,81,77.29,84.76,86.38,84.46,83.39,87.85,87.32,88.7,89.7,91.63,93.15
"Greensboro","NC",,"Guilford",42,98.62,96.48,97.01,96.63,96.38,97.55,95.99,98.19,95.07,96.1,95.9,96.59,94.78,94.96,96.05,95.57,97.12,97.26,94.92,96.31,95.47,94.01,96.21,92.55,94.59,89.32,90.37,93.7,92.52,91.69,89.34,92.05,89.85,89.66,93.1,92.35,90.59,93.6,90.56,94.09,88.19,90.54,91.39,91.33,93.37,91.86,90.58,87.08,89.29,87.5,89.72,89.6,90.34,91.28,92.08,88.49,87.15,91.75,91.4,89.17,85.39,81.35,86.37,85.47,87.06,86.71,86.42,86.99,84.67,81.84,84.06,81.26,84.59,86.55,80.49,83.3,85.21,79.92,85.63,81.86,84.8,82.98,82.56,84.17,80.79,82.9,77.7,84.08,85.11,82.24,74.4,77.65,71.22,78.45,74.47,67.51,77.85,76.57,73.33,74.37,79.92,67.83,71.76,73.65,78.32,71.05,70.28,65.5,71.82,68.15,72.49,65.12,73.33,71.43,67.03,73.08,66.89,66.14,66.23,57.53,66.13,59.41,63.4,63.07,67.03,69.08,69.66,68.15,65.05,67.74,69.78,59.48,67.59,53.57,60.5,63.74,68.87,61.75,62.38,53.03,64.29,65,64.79,56.25,66.91,71.76,66.23,66.55,67.31,68.88,61.77,68.49,69.38,66.36,62.78,59.71,64.12,65.81,68.64,66.83,70.15,66.89,71.23,64.06,65.67,73.98,68.84,64.68,70.44,68.32,74.68,72.99,69.23,74.62,67.58,78.24,67.69,71.38,74.03,71.99,72.34,62.86,69.61,78.57,69.16,80.43,77.86,76.65,70.27
"Lincoln","NE","Lincoln","Lancaster",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.41,86.11,77.56,73.8,80,75,84.42,78.22,79.79,76.67,82.35,71.88,78.26,76.77,78.36,76.09,76.19,72.15,70.09,75,76.67,71.3,70.31,63.64,73.45,75.4,77.03,76.54,81.11,79.81,84.42,77.88,78.1,70.86,77.17,72.09,72.26,76.73,83.81,87.06,82.35,83.72,83.41,79.12,82.2,85.38,82,82.3,83.85,84.34,82.05,86.79,87.16,89.71,84.86,89.69,86.59,84.78,87.74,86.33,86.14,88.97,90.58,88.47,92.23,92.42,90.51,88.93,88.07,86.32,89.24,90.07,89.04,90.43,95.55,99.06,89.36,93.94,96.72
"Chesapeake","VA","Virginia Beach","Chesapeake City",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.17,97.65,96.96,96.34,94.37,95.05,95.82,95.37,94.56,92.2,94.94,94.36,97.32,96.36,94.92,95.51,93.5,92.13,90.38,90.8,90.2,86.26,89.58,86.05,85.8,85.71,84.34,76.76,85.79,78.11,75.51,72.5,70.15,76.19,76.14,73.3,76.51,75.08,74.07,80.75,75.32,77.64,71.73,64.71,70.62,66.53,78.81,74.62,74.18,69.72,71.72,74.53,70.39,75.51,73.33,67.41,63.44,69.74,66.49,63.74,67.86,68.33,66.05,66.85,61.54,63.93,59.03,64.46,64.77,67.26,68.04,63.08,65.95,66.45,70.03,71.81,73.33,69.5,73.55,67.09,65.31,72.42,69.36,71.7,71.13,69.79,65.24,70.71,68.6,65.41,60.56,59.12,61.99,66.05,71.65,67.46,72.28,71.55,67.53,73.73,69.88,77.96,66.54,70.83,72.06,63.35,70.82,72.45,70.29,75.6,75.07,71.12,72.08,73.06,71.81,68.59,68.87,70.68,69.14,76.15,78.62,75.21,75.56,80.25
"Garland","TX","Dallas-Fort Worth","Dallas",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.86,68.75,64,67.65,72.29,75,75.51,81.82,74.55,62.92,72.83,81.82,73.86,73.61,70.49,71.29,73.77,74.8,85,82.17,82.35,86.41,76.58,87.78,76.36,86.96,81.82,85.15,85.82,84.5,81.03,86.75,84.85,88.03,86.84,87.83,91,81.48,82.61,87.2,90.74,88.98,83.78,90.41,85.45,92.54,93.69,91.92,91.28,89.57,91.8,93.14,88.98,91.93,97.37,94.35,99.35,98.44
"Fort Myers","FL","Fort Myers","Lee",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.13,41.87,44.86,43.77,46.94,42.23,44.58,51.91,50.38,51.04,51.1,53.31,57.11,55.1,54,54.95,57.94,57.7,56.15,60.44,61.59,68.97,56.38,55.41,65.99,66.73,63.8,65.53,70.08,65.09,68.69,69,70.5,68.46,70.75,77.42,73.74,72.73,69.15,77.21,70.14,72.48,75.07,75.37,76.72,73.86,74.76,76.87,77.69,82.36,81.52,80.71,78.74,77.84,83.92
"Fremont","CA","San Francisco","Alameda",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.33,58.51,68,62.75,56.99,66.29,63.37,63.64,61.04,65.66,64.44,58.75,64.63,52.33,44.74,56.45,68.82,62.35,60.78,67.54,62.79,63.03,73.12,73.68,68.18,59.74,72.13,81.63,86.59,88.42,87.16,96.04,87.5,90.28,83.52,89.38,81.71,82.02,84.91,88.52,93.33,94.23,92.19,97.56,97.54,97.48,98.96,92.5,94.12,98.57,90.74,97.73,100,97.41,98.35,99.25,98.5,97.44,99,98.92,98.81,100,100,98.25,100,100,98.35,98.64,99.22,99.2,100
