SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,Multi-Family (2-4 Unit),513 Webster St,San Francisco,CA,94117,1599000,4,2,Hayes Valley,2567,2250,1900,19,Active,,,http://www.redfin.com/CA/San-Francisco/513-Webster-St-94117/home/577881,San Francisco MLS,62647483,N,Y,37.775644,-122.429752
MLS Listing,Multi-Family (2-4 Unit),515 Minna St,San Francisco,CA,94103,1250000,8,4,South of Market,2760,1999,1908,3,Active,,,http://www.redfin.com/CA/San-Francisco/515-Minna-St-94103/home/1834845,San Francisco MLS,62884188,N,Y,37.7800958,-122.4084981
MLS Listing,Condo/Co-op,52 Lyon St,San Francisco,CA,94117,1495000,4,2,Haight Ashbury,2137,,1896,7,Active,,,http://www.redfin.com/CA/San-Francisco/52-Lyon-St-94117/home/39930940,San Francisco MLS,62814560,N,Y,37.7714123,-122.4419562
MLS Listing,Condo/Co-op,52 Palm Ave,San Francisco,CA,94118,2395000,3,2,Jordan Park/Laurel Heights,2560,,1921,1,Active,November-17-2016 05:00 PM,November-17-2016 06:30 PM,http://www.redfin.com/CA/San-Francisco/52-Palm-Ave-94118/home/1708747,San Francisco MLS,62912160,N,Y,37.784782,-122.457638
MLS Listing,Condo/Co-op,520 6th St #20,San Francisco,CA,94107,1895000,2,2.5,South of Market,2051,,,38,Active,,,http://www.redfin.com/CA/San-Francisco/520-6th-St-94103/unit-20/home/109254183,San Francisco MLS,62380464,N,Y,37.7754881,-122.4023557
MLS Listing,Multi-Family (2-4 Unit),523-525 Munich St,San Francisco,CA,94112,938000,4,2,Excelsior,,2500,1900,3,Active,,,http://www.redfin.com/CA/San-Francisco/523-Munich-St-94112/home/788196,San Francisco MLS,62879934,N,Y,37.717252,-122.429228
MLS Listing,Single Family Residential,533 Corbett Ave,San Francisco,CA,94114,1595000,4,2.5,Twin Peaks,2025,1537,1940,10,Active,,,http://www.redfin.com/CA/San-Francisco/533-Corbett-Ave-94114/home/675318,San Francisco MLS,62786749,N,Y,37.757639,-122.444133
MLS Listing,Single Family Residential,533 Wildwood Way,San Francisco,CA,94112,1499000,3,3,Westwood Park,1585,2953,1955,17,Active,,,http://www.redfin.com/CA/San-Francisco/533-Wildwood-Way-94112/home/935265,San Francisco MLS,62691641,N,Y,37.727409,-122.46069
MLS Listing,Multi-Family (2-4 Unit),54-56 Collins St,San Francisco,CA,94118,2950000,4,4,Jordan Park/Laurel Heights,3120,3702,1948,31,Active,,,http://www.redfin.com/CA/San-Francisco/56-Collins-St-94118/home/1451904,San Francisco MLS,62473791,N,Y,37.7852781,-122.4499928
MLS Listing,Multi-Family (2-4 Unit),547-549 36th Ave,San Francisco,CA,94121,1218000,4,2,Outer Richmond,2200,2994,1947,6,Active,,,http://www.redfin.com/CA/San-Francisco/547-36th-Ave-94121/home/611881,San Francisco MLS,62830724,N,Y,37.778583,-122.496783
MLS Listing,Condo/Co-op,55 Page St #820,San Francisco,CA,94102,1799000,2,2,Hayes Valley,1495,,2007,47,Active,,,http://www.redfin.com/CA/San-Francisco/55-Page-St-94102/unit-820/home/17306883,San Francisco MLS,62066530,N,Y,37.7739816,-122.421936
MLS Listing,Single Family Residential,55 Sylvan Dr,San Francisco,CA,94132,1249500,3,2,Lake Shore,1524,2500,1941,23,Active,,,http://www.redfin.com/CA/San-Francisco/55-Sylvan-Dr-94132/home/1729049,San Francisco MLS,62602175,N,Y,37.733122,-122.485721
MLS Listing,Condo/Co-op,550 South Van Ness Ave #103,San Francisco,CA,94110,357581,1,1,Inner Mission,727,,1992,33,Active,,,http://www.redfin.com/CA/San-Francisco/550-S-Van-Ness-Ave-94110/unit-103/home/1911592,San Francisco MLS,62445023,N,Y,37.7643635,-122.4178296
MLS Listing,Condo/Co-op,550 South Van Ness Ave #405,San Francisco,CA,94110,228833,1,1,Inner Mission,540,,1992,27,Active,,,http://www.redfin.com/CA/San-Francisco/550-S-Van-Ness-Ave-94110/unit-405/home/109307606,San Francisco MLS,62532200,N,Y,37.7643635,-122.4178296
MLS Listing,Condo/Co-op,551 Hudson Ave #302,SAN FRANCISCO,CA,94124,699000,1,1,SAN FRANCISCO,800,,2016,14,Active,,,http://www.redfin.com/CA/San-Francisco/551-Hudson-Ave-94124/unit-302/home/105308600,MLSListings,62721140,N,Y,37.7286851,-122.368263
MLS Listing,Condo/Co-op,555 4th St #302,San Francisco,CA,94107,1149800,2,2,South Beach,1274,,2006,25,Active,,,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-302/home/12402313,San Francisco MLS,62574217,N,Y,37.7794539,-122.3966763
MLS Listing,Condo/Co-op,555 4th St #724,San Francisco,CA,94107,925000,1,1.5,South Beach,1093,,2006,44,Active,,,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-724/home/12402584,San Francisco MLS,62286289,N,Y,37.7794539,-122.3966763
MLS Listing,Multi-Family (5+ Unit),555 Eddy St,San Francisco,CA,94109,9000000,16,,Tenderloin,21735,,1910,30,Active,,,http://www.redfin.com/CA/San-Francisco/555-Eddy-St-94109/home/1277301,San Francisco MLS,62495690,N,Y,37.783117,-122.416765
MLS Listing,Condo/Co-op,555 Fulton St #229,San Francisco,CA,94102,825000,1,1,Hayes Valley,710,,,42,Active,,,http://www.redfin.com/CA/San-Francisco/555-Fulton-St-94102/unit-229/home/87703254,San Francisco MLS,62311009,N,Y,37.7781941,-122.42581
MLS Listing,Condo/Co-op,555 Fulton St #306,San Francisco,CA,94102,725000,1,1,Hayes Valley,512,,,42,Active,,,http://www.redfin.com/CA/San-Francisco/555-Fulton-St-94102/unit-306/home/88572558,San Francisco MLS,62310897,N,Y,37.7781941,-122.42581
MLS Listing,Condo/Co-op,555 Fulton St #313,San Francisco,CA,94102,1169000,2,2,Hayes Valley,855,,,42,Active,,,http://www.redfin.com/CA/San-Francisco/555-Fulton-St-94102/unit-313/home/105594939,San Francisco MLS,62311109,N,Y,37.7781469,-122.4259144
MLS Listing,Condo/Co-op,555 Fulton St #424,San Francisco,CA,94102,1399000,2,2,Hayes Valley,995,,,42,Active,,,http://www.redfin.com/CA/San-Francisco/555-Fulton-St-94102/unit-424/home/109230239,San Francisco MLS,62311178,N,Y,37.7781469,-122.4259144
MLS Listing,Condo/Co-op,56 Divisadero St,San Francisco,CA,94117,3995000,4,4,Buena Vista Park,3400,,1905,11,Active,,,http://www.redfin.com/CA/San-Francisco/56-Divisadero-St-94117/home/39933098,San Francisco MLS,62758451,N,Y,37.768196,-122.436302
MLS Listing,Condo/Co-op,56 Sanchez St #2,San Francisco,CA,94114,1195000,2,1,Duboce Triangle,,,1908,38,Active,,,http://www.redfin.com/CA/San-Francisco/56-Sanchez-St-94114/unit-2/home/21999912,San Francisco MLS,62370553,N,Y,37.768349,-122.431623
MLS Listing,Multi-Family (2-4 Unit),561-567 Fell St,San Francisco,CA,94102,2200000,4,4,Hayes Valley,3150,2055,1900,40,Active,,,http://www.redfin.com/CA/San-Francisco/567-Fell-St-94102/home/102823660,San Francisco MLS,62339279,N,Y,37.7752187,-122.4270998
MLS Listing,Single Family Residential,565 24th Ave,San Francisco,CA,94121,1595000,3,2.5,Central Richmond,2375,3000,1913,38,Active,,,http://www.redfin.com/CA/San-Francisco/565-24th-Ave-94121/home/1910239,San Francisco MLS,62367810,N,Y,37.7788929,-122.483904
