"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2016-09-30,"Clearbrook Park","NJ","New York","Middlesex","Monroe Township",5138,1743,-0.0028604118993135,-0.0141402714932127,0.0368828078524688,1941
2016-09-30,"Stanford Estates","MO","Kansas City","Jackson","Kansas City",5139,879,0.00342465753424658,0.00802752293577982,0.0353356890459364,799
2016-09-30,"Royal Terrace","FL","Jacksonville","Duval","Jacksonville",5140,839,-0.00119047619047619,-0.008274231678487,0,811
2016-09-30,"Riveridge","WA","Portland","Clark","Vancouver",5141,1723,0.00407925407925408,0.00996483001172333,0.0648949320148331,504
2016-09-30,"Matlock Heights","KS","Wichita","Sedgwick","Wichita",5142,683,-0.00146198830409357,-0.0144300144300144,0.00146627565982405,796
2016-09-30,"Swann Estates","FL","Tampa","Hillsborough","Tampa",5143,2246,0.0117117117117117,0.0326436781609195,0.0549553781117896,764
2016-09-30,"NW Goldberg","MI","Detroit","Wayne","Detroit",5144,744,0.00134589502018843,0,-0.0106382978723404,1404
2016-09-30,"Belevedere","CA","Riverside","San Bernardino","San Bernardino",5145,1572,-0.00127064803049555,0.00063653723742839,0.0522088353413655,508
2016-09-30,"Park East","CO","Boulder","Boulder","Boulder",5146,2418,-0.0053475935828877,-0.00165152766308836,0.0395528804815133,553
2016-09-30,"College Place","SC","Columbia","Richland","Columbia",5147,782,-0.00255102040816327,-0.00127713920817369,-0.00508905852417303,500
2016-09-30,"Madera Parc","AZ","Phoenix","Maricopa","Gilbert",5148,1488,0.00134589502018843,0.000672494956287828,0.034051424600417,554
2016-09-30,"Malba","NY","New York","Queens","New York",5149,2462,0.00244299674267101,-0.000406008932196508,0.0392570704938793,698
2016-09-30,"Chestnut","TX","Austin","Travis","Austin",5150,1946,0.00154400411734431,0.00412796697626419,0.0329087048832272,663
2016-09-30,"Sunnyland","WA","Bellingham","Whatcom","Bellingham",5151,1406,0.01078360891445,0.0151624548736462,0.0376383763837638,890
2016-09-30,"Live Oak","FL","Tampa","Pinellas","Saint Petersburg",5152,1189,-0.000840336134453782,-0.00502092050209205,0.0485008818342152,752
2016-09-30,"John Robert","NM","Albuquerque","Bernalillo","Albuquerque",5153,1399,0.00358680057388809,-0.00780141843971631,0.00937950937950938,522
2016-09-30,"Benning Heights","DC","Washington","District of Columbia","Washington",5154,1975,0.00152129817444219,-0.00101163378856854,0.0154241645244216,420
2016-09-30,"Druid Hills","GA","Atlanta","Fulton","Atlanta",5155,2616,0.0096487842531841,0.0246768507638073,0.0695012264922322,541
2016-09-30,"Mayo Meadow","OK","Tulsa","Tulsa","Tulsa",5156,1030,-0.00483091787439614,-0.017175572519084,0.00194552529182879,916
2016-09-30,"Gardens","FL","Miami-Fort Lauderdale","Broward","Pompano Beach",5157,1208,0,-0.00494233937397035,0.0134228187919463,1001
2016-09-30,"North Meadows","WI","Milwaukee","Milwaukee","Milwaukee",5158,831,0.00241254523522316,0.0036231884057971,0.00727272727272727,602
2016-09-30,"Jackson Ward","VA","Richmond","Richmond City","Richmond",5159,1397,-0.00498575498575499,-0.00921985815602837,0.0965463108320251,497
2016-09-30,"Hearthwood","WA","Portland","Clark","Vancouver",5160,1517,0.0079734219269103,0.0181208053691275,0.0937274693583273,440
2016-09-30,"Portage Bay","WA","Seattle","King","Seattle",5161,3585,0.00307778399552322,0.0216585921915076,0.0906601764526924,465
2016-09-30,"Washington Heights","NC","Charlotte","Mecklenburg","Charlotte",5162,846,-0.00235849056603774,-0.0174216027874564,0.0205066344993969,724
2016-09-30,"Oak Meadow","TX","San Antonio","Bexar","San Antonio",5163,1777,0.000563063063063063,0.00851305334846765,0.021264367816092,677
2016-09-30,"Melrose Heights","SC","Columbia","Richland","Columbia",5164,1315,-0.00604686318972033,-0.00978915662650602,0.0354330708661417,550
2016-09-30,"Columbia Park","MN","Minneapolis-St Paul","Hennepin","Minneapolis",5165,1371,0.00366032210834553,0.00883002207505519,-0.00724112961622013,571
2016-09-30,"Lindsay Ranch","AZ","Phoenix","Maricopa","Gilbert",5166,1511,0.0019893899204244,0.00332005312084993,0.0175084175084175,575
2016-09-30,"Landings","FL","Miami-Fort Lauderdale","Broward","Fort Lauderdale",5167,5235,-0.00323686214775324,-0.00964812712826334,0.0419984076433121,677
2016-09-30,"Valencia","TX","San Antonio","Bexar","San Antonio",5168,1292,-0.00154559505409583,-0.00996168582375479,0.0141287284144427,712
2016-09-30,"Stevenson","OK","Tulsa","Tulsa","Tulsa",5169,1238,-0.0024174053182917,-0.0290196078431373,-0.0282574568288854,552
2016-09-30,"Towanda-Grantley","MD","Baltimore","Baltimore City","Baltimore",5170,1218,-0.00975609756097561,-0.0201126307320998,-0.0201126307320998,454
2016-09-30,"South Lake Morton","FL","Lakeland","Polk","Lakeland",5171,1226,0,-0.00487012987012987,0.0328559393428812,584
2016-09-30,"Holiday Park","FL","Tampa","Pinellas","Saint Petersburg",5172,1676,0.000597014925373134,0.0157575757575758,0.0364873222016079,713
2016-09-30,"Bradley Estates","WI","Milwaukee","Milwaukee","Milwaukee",5173,883,-0.0145089285714286,-0.0474649406688242,-0.0433369447453954,1029
2016-09-30,"Rosemont West","AZ","Tucson","Pima","Tucson",5174,1040,-0.000960614793467819,-0.00668576886341929,0,721
2016-09-30,"Shenorock","NY","New York","Westchester","Somers",5175,2535,0.0103626943005181,-0.0035377358490566,0.0103626943005181,679
2016-09-30,"Mark Twain","NM","Albuquerque","Bernalillo","Albuquerque",5176,1208,0.000828500414250207,0.00332225913621262,0.0211327134404057,766
2016-09-30,"Oakdale","IN","Fort Wayne","Allen","Fort Wayne",5177,682,0,-0.00872093023255814,0.0380517503805175,690
2016-09-30,"Hollins Market","MD","Baltimore","Baltimore City","Baltimore",5178,1265,-0.00315208825847124,-0.00862068965517241,-0.0193798449612403,932
2016-09-30,"Quailwood","CA","Bakersfield","Kern","Bakersfield",5179,1372,-0.000728332119446468,-0.00218181818181818,0.0140428677014043,612
2016-09-30,"Briggs","MI","Detroit","Wayne","Detroit",5180,762,-0.00522193211488251,-0.0129533678756477,-0.0205655526992288,710
2016-09-30,"East Village","TX","San Antonio","Bexar","San Antonio",5181,917,0.00548245614035088,0.0110253583241455,0.031496062992126,920
2016-09-30,"Biddle Street","MD","Baltimore","Baltimore City","Baltimore",5182,1200,-0.00166389351081531,-0.004149377593361,-0.00166389351081531,678
2016-09-30,"Alcott Park","WI","Milwaukee","Milwaukee","Milwaukee",5183,1317,-0.00151630022744503,-0.0060377358490566,-0.0193596425912137,442
