"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Gillette, WY",622,235950,227950,227950,225000,225000,219000,219900,219900,219900,219900,216900,214900,209900,191900,205000,205000,209900,214900,225000,220950,219450,210000,211250,210000,202900,202900,211900,214900,209900,209900,214950,218750,210000,210000,219900,219900,218800,222000,225450,227322.5,225500,225000,229900,224900,232731,224000,215000,224900,224500,237500,233500,234500,239000,235500,235250,239000,239900,239455,239800,239000,235000,229900,234900,240950,248250,249000,245000,245000,241950,244700,244500,245000,246450,248750,241400,239000,235000,229950,231500,229900,229700
"Newport, OR",623,289700,289500,299000,288000,279000,275000,269500,269900,273500,269000,262000,259900,259000,249900,259900,255000,249999.5,249999,255900,259000,259000,249900,249900,239000,249000,247000,249000,249000,245000,245000,249000,254750,249000,249900,259000,259000,270000,274900,274900,275000,279000,275000,275000,275000,275000,275000,279000,279500,279500,274950,274500,275000,265000,268500,278900,276000,279000,279000,289000,289000,289000,295000,299000,295000,287000,286000,295000,299000,299000,299000,299000,295000,296500,284000,295000,299000,299000,299000,299000,299500,299999.5
"Wapakoneta, OH",624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104900,109900,104950,105400,108450,108900,108400,109900,109500,109900,109900,108200,109900,109500,109950,114900,114900,117450,115900,115900,119900,115900,114700,114500,105750,105750,99900,109950,113900,115900,118900,118700,118900,120950,124500,122900,122000,122900,124950,125000,125000,127500,129900,127250,127000,125950
"Huntingdon, PA",625,,,,,,,,,,,,,,,,,,189900,171950,171950,189900,199900,199900,190000,189900,182450,184900,199000,206573.5,214200,204900,199900,200950,199900,192450,192450,199900,199900,181700,163000,159900,169900,164950,159000,165000,142500,149900,153700,160000,157500,164000,159900,164950,163950,159900,159900,149900,149900,144500,135000,129999.5,146200,152400,152500,173950,182450,179000,149900,149450,152450,160900,149450,156350,156350,149450,160000,159900,160000,169450,142900,149900
"Bellefontaine, OH",626,107500,115000,119900,119900,119900,119500,119900,119692.5,119900,115000,114900,107750,105000,113250,109000,109000,120000,124900,118500,114900,119000,119900,110000,107250,99900,113000,109900,99900,108000,99950,104900,103500,104900,104000,115000,109900,105000,1e+05,107500,109900,124900,124900,129900,124950,121950,129700,119990,124900,125450,124900,125000,129000,136200,137500,136250,129900,129900,129900,126000,125000,124700,119900,120950,125000,129700,129900,137500,134950,134900,127750,125000,124900,119900,119997,123800,125000,129900,139900,139500,139500,134900
"McAlester, OK",627,119000,119000,115000,119000,124450,124900,109900,119000,114900,119000,129450,122900,119000,124950,124900,119900,120000,134700,126450,120000,119900,119900,119000,118000,114900,117500,122450,116700,124900,118250,124500,121200,119500,116900,119000,117000,119000,113250,114500,115250,116900,125000,125000,125000,123000,119900,118500,120450,119900,117500,117000,117500,119900,124949.5,119500,120900,120400,129300,125000,125000,124950,125000,128500,125000,119900,124500,124900,125000,128000,125000,128900,124000,120000,117900,124450,125450,131000,131000,129900,129900,125000
"Blackfoot, ID",628,159000,155000,150000,144000,139900,139950,139900,140000,144949.5,139900,137000,130000,129900,123000,125000,127000,126950,128000,122300,127750,129999,129900,127500,122900,122900,125000,125000,125000,134900,134900,130000,130000,130000,132000,153000,149900,144500,142000,140000,139900,140000,140000,138500,139900,149900,133500,125900,129400,126450,129000,131000,138250,145000,149900,150000,145000,144900,149900,149900,136900,136000,142500,149500,147500,148500,140000,141950,139900,141000,140000,147500,147500,145900,140000,149999,150000,149900,159700,159500,155000,159700
"Moultrie, GA",629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118500,115900,114950,109900,107000,109450,110000,114900,124999,119900,126350,124900,125000
"Henderson, NC",630,,,,,,,,,,,,,,,,,,,125000,129900,133060,138400,139900,139900,139950,133450,140000,134950,135000,132400,129900,123200,117700,112450,129000,129500,122400,119900,119900,118000,122700,129650,121000,123500,123500,129850,119900,119450,115000,121900,119900,119900,115000,119900,115500,122900,119900,118200,136900,132400,127400,127400,129900,129900,149000,149250,150000,149950,144900,142000,139900,139900,139900,139900,144800,142400,139900,139950,159500,143700,150000
"Coldwater, MI",631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,100750,104700,99900,99950,109900,121900,123950,129000,121900,115000,110000,110000,110000,109900,105000,102000,99900,99900,99950,104900,110000,110000,119250,114900,108500,109900,110000,111000,119000,124400,124900,122000,129900,125999,129900
